S1	E1	S2	E2	Reference	Contig	IDY	Ambiguous	Best_group
207389	310075	1	102683	ec_ill_ec_contig2	contig_97	99.99		True
23412	23763	3535050	3534699	ec_ill_ec_contig10	contig_96	91.76		True
unknown
22624	23278	3535838	3535184	ec_ill_ec_contig10	contig_96	90.99		True
unknown
21556	21635	3536786	3536707	ec_ill_ec_contig10	contig_96	93.75		True
unknown
19105	19392	3544238	3543951	ec_ill_ec_contig10	contig_96	91.67		True
unknown
16676	16840	3546671	3546507	ec_ill_ec_contig10	contig_96	92.73		True
unknown
1344	1449	3561102	3560997	ec_ill_ec_contig10	contig_96	90.57		True
unknown
16995	17242	3572329	3572576	ec_ill_ec_contig36	contig_96	95.16		True
unknown
20824	21055	3576386	3576617	ec_ill_ec_contig36	contig_96	93.53		True
unknown
22325	22474	3577887	3578036	ec_ill_ec_contig36	contig_96	90.0		True
unknown
25134	26894	3580554	3582314	ec_ill_ec_contig36	contig_96	90.29		True
unknown
33517	34429	3584111	3585023	ec_ill_ec_contig36	contig_96	92.55		True
unknown
38466	38624	3589139	3589297	ec_ill_ec_contig36	contig_96	93.08		True
unknown
41347	42058	3591864	3592575	ec_ill_ec_contig36	contig_96	90.17		True
unknown
42884	42981	3593399	3593496	ec_ill_ec_contig36	contig_96	96.94		True
unknown
42694	42771	3593499	3593576	ec_ill_ec_contig36	contig_96	100.0		True
unknown
42693	42869	3593713	3593889	ec_ill_ec_contig36	contig_96	91.71		True
unknown
42694	42771	3593924	3594001	ec_ill_ec_contig36	contig_96	100.0		True
unknown
35209	35443	3644513	3644747	ec_ill_ec_contig17	contig_96	91.49		True
unknown
51258	51571	3661050	3661363	ec_ill_ec_contig17	contig_96	90.76		True
unknown
38792	38868	3750759	3750835	ec_ill_ec_contig28	contig_96	92.21		True
unknown
38872	39169	3750836	3751133	ec_ill_ec_contig28	contig_96	91.61		True
unknown
42709	43014	3758456	3758761	ec_ill_ec_contig28	contig_96	95.42		True
unknown
47373	47479	3763150	3763256	ec_ill_ec_contig28	contig_96	91.59		True
unknown
48739	48822	3764510	3764593	ec_ill_ec_contig28	contig_96	95.24		True
unknown
48847	48964	3764619	3764736	ec_ill_ec_contig28	contig_96	94.92		True
unknown
55896	56339	3771868	3772311	ec_ill_ec_contig28	contig_96	93.02		True
unknown
79532	82905	3786583	3783205	ec_ill_ec_contig22	contig_96	91.28		True
unknown
77510	77625	3788604	3788489	ec_ill_ec_contig22	contig_96	93.97		True
unknown
70073	73167	3796000	3792907	ec_ill_ec_contig22	contig_96	93.15		True
unknown
53042	53160	3814529	3814411	ec_ill_ec_contig22	contig_96	96.64		True
unknown
47009	47221	3820493	3820278	ec_ill_ec_contig22	contig_96	94.44		True
unknown
18296	18542	3886420	3886174	ec_ill_ec_contig22	contig_96	93.93		True
unknown
14536	15192	3890206	3889550	ec_ill_ec_contig22	contig_96	90.26		True
unknown
13940	14395	3890814	3890359	ec_ill_ec_contig22	contig_96	95.83		True
unknown
20068	20234	3939299	3939133	ec_ill_ec_contig30	contig_96	92.22		True
unknown
19665	19985	3939699	3939379	ec_ill_ec_contig30	contig_96	90.34		True
unknown
4125	4286	3963278	3963439	ec_ill_ec_contig11	contig_96	92.59		True
unknown
17427	17542	3976450	3976565	ec_ill_ec_contig11	contig_96	93.97		True
unknown
39386	39506	3998651	3998771	ec_ill_ec_contig11	contig_96	91.74		True
unknown
39516	39622	3998781	3998887	ec_ill_ec_contig11	contig_96	95.33		True
unknown
39653	39740	3998918	3999005	ec_ill_ec_contig11	contig_96	95.45		True
unknown
41630	42259	4002183	4002812	ec_ill_ec_contig11	contig_96	93.65		True
unknown
42268	42477	4002821	4003030	ec_ill_ec_contig11	contig_96	98.57		True
unknown
43272	43624	4003878	4004230	ec_ill_ec_contig11	contig_96	92.63		True
unknown
46406	46844	4006978	4007416	ec_ill_ec_contig11	contig_96	98.63		True
unknown
46847	47609	4007417	4008179	ec_ill_ec_contig11	contig_96	91.35		True
unknown
79013	79628	4039966	4040581	ec_ill_ec_contig11	contig_96	90.58		True
unknown
211506	212950	4147344	4145900	ec_ill_ec_contig3	contig_96	91.88		True
unknown
197996	198105	4161364	4161255	ec_ill_ec_contig3	contig_96	92.73		True
unknown
155528	155626	4190299	4190201	ec_ill_ec_contig3	contig_96	92.93		True
unknown
148558	151936	4197087	4193721	ec_ill_ec_contig3	contig_96	91.19		True
unknown
144422	145204	4201075	4200293	ec_ill_ec_contig3	contig_96	93.61		True
unknown
137497	137689	4208258	4208066	ec_ill_ec_contig3	contig_96	91.71		True
unknown
106462	106844	4243087	4242705	ec_ill_ec_contig3	contig_96	96.08		True
unknown
104887	104978	4244712	4244621	ec_ill_ec_contig3	contig_96	91.3		True
unknown
104668	104740	4244931	4244859	ec_ill_ec_contig3	contig_96	94.52		True
unknown
22746	22847	4343576	4343475	ec_ill_ec_contig3	contig_96	98.04		True
unknown
20902	21033	4345423	4345292	ec_ill_ec_contig3	contig_96	91.67		True
unknown
16190	16319	4350051	4349922	ec_ill_ec_contig3	contig_96	94.62		True
unknown
14681	14977	4380781	4381077	ec_ill_ec_contig27	contig_96	93.27		True
unknown
17427	17600	4422114	4421941	ec_ill_ec_contig38	contig_96	90.8		True
unknown
14640	14828	4424902	4424714	ec_ill_ec_contig38	contig_96	91.53		True
unknown
14533	14635	4425009	4424907	ec_ill_ec_contig38	contig_96	91.26		True
unknown
26472	26969	4518573	4519070	ec_ill_ec_contig9	contig_96	91.77		True
unknown
29426	29597	4521452	4521623	ec_ill_ec_contig9	contig_96	94.77		True
unknown
98298	98410	4570700	4570812	ec_ill_ec_contig9	contig_96	93.81		True
unknown
105979	106438	4578550	4579009	ec_ill_ec_contig9	contig_96	93.04		True
unknown
106585	106712	4579167	4579294	ec_ill_ec_contig9	contig_96	93.75		True
unknown
91574	94030	4612143	4609687	ec_ill_ec_contig13	contig_96	90.52		True
unknown
91385	91570	4612332	4612147	ec_ill_ec_contig13	contig_96	92.47		True
unknown
88513	88883	4614160	4613790	ec_ill_ec_contig13	contig_96	92.72		True
unknown
88402	88507	4614271	4614166	ec_ill_ec_contig13	contig_96	91.51		True
unknown
86039	86206	4616621	4616454	ec_ill_ec_contig13	contig_96	94.05		True
unknown
83394	83517	4619263	4619140	ec_ill_ec_contig13	contig_96	95.16		True
unknown
57928	58337	4643786	4643377	ec_ill_ec_contig13	contig_96	90.49		True
unknown
54634	54729	4647191	4647096	ec_ill_ec_contig13	contig_96	93.75		True
unknown
21890	21988	4680672	4680574	ec_ill_ec_contig13	contig_96	93.94		True
unknown
11406	11495	4686892	4686981	ec_ill_ec_contig18	contig_96	93.33		True
unknown
22224	22696	4697007	4697479	ec_ill_ec_contig18	contig_96	90.91		True
unknown
25650	25769	4700424	4700543	ec_ill_ec_contig18	contig_96	93.33		True
unknown
27449	27904	4704068	4704523	ec_ill_ec_contig18	contig_96	95.83		True
unknown
35799	35924	4712451	4712576	ec_ill_ec_contig18	contig_96	96.83		True
unknown
37602	37835	4714253	4714486	ec_ill_ec_contig18	contig_96	94.44		True
unknown
43330	43473	4741882	4742025	ec_ill_ec_contig18	contig_96	97.22		True
unknown
57537	57729	4755971	4756163	ec_ill_ec_contig18	contig_96	92.23		True
unknown
CONTIG	contig_96	4757830	mis_unaligned
4282	4511	405448	405219	ec_ill_ec_contig65	contig_104	90.87		True
unknown
3780	3873	405950	405857	ec_ill_ec_contig65	contig_104	96.81		True
unknown
950	1024	408836	408762	ec_ill_ec_contig65	contig_104	94.67		True
unknown
786	906	409002	408882	ec_ill_ec_contig65	contig_104	93.39		True
unknown
656	727	409133	409062	ec_ill_ec_contig65	contig_104	95.83		True
unknown
4282	4511	541366	541137	ec_ill_ec_contig65	contig_104	90.87		True
unknown
3780	3873	541868	541775	ec_ill_ec_contig65	contig_104	96.81		True
unknown
950	1024	544749	544675	ec_ill_ec_contig65	contig_104	94.67		True
unknown
786	906	544915	544795	ec_ill_ec_contig65	contig_104	93.39		True
unknown
656	727	545046	544975	ec_ill_ec_contig65	contig_104	95.83		True
unknown
4282	4511	654734	654505	ec_ill_ec_contig65	contig_104	90.87		True
unknown
3780	3873	655236	655143	ec_ill_ec_contig65	contig_104	96.81		True
unknown
950	1024	658071	657997	ec_ill_ec_contig65	contig_104	94.67		True
unknown
786	906	658237	658117	ec_ill_ec_contig65	contig_104	93.39		True
unknown
656	727	658368	658297	ec_ill_ec_contig65	contig_104	95.83		True
unknown
656	727	1714611	1714682	ec_ill_ec_contig65	contig_104	95.83		True
unknown
786	906	1714742	1714862	ec_ill_ec_contig65	contig_104	93.39		True
unknown
950	1024	1714908	1714982	ec_ill_ec_contig65	contig_104	94.67		True
unknown
3780	3873	1717760	1717853	ec_ill_ec_contig65	contig_104	96.81		True
unknown
4282	4511	1718262	1718491	ec_ill_ec_contig65	contig_104	90.87		True
unknown
3780	3873	1762258	1762351	ec_ill_ec_contig65	contig_104	96.81		True
unknown
4282	4511	1762760	1762989	ec_ill_ec_contig65	contig_104	90.87		True
unknown
786	906	1764550	1764670	ec_ill_ec_contig65	contig_104	93.39		True
unknown
950	1024	1764716	1764790	ec_ill_ec_contig65	contig_104	94.67		True
unknown
3780	3873	1767477	1767570	ec_ill_ec_contig65	contig_104	96.81		True
unknown
4289	4511	1767986	1768209	ec_ill_ec_contig65	contig_104	90.18		True
unknown
CONTIG	contig_104	2717979	mis_unaligned
3783	3873	2113579	2113489	ec_ill_ec_contig65	contig_2	96.7		True
unknown
786	906	2116369	2116249	ec_ill_ec_contig65	contig_2	95.87		True
unknown
656	727	2116500	2116429	ec_ill_ec_contig65	contig_2	95.83		True
unknown
CONTIG	contig_2	2845364	mis_unaligned
3783	3865	286985	286903	ec_ill_ec_contig65	contig_87	97.59		True
unknown
1206	1320	289396	289282	ec_ill_ec_contig65	contig_87	93.91		True
unknown
1075	1149	289527	289453	ec_ill_ec_contig65	contig_87	90.67		True
unknown
786	911	289814	289689	ec_ill_ec_contig65	contig_87	93.65		True
unknown
656	727	289945	289874	ec_ill_ec_contig65	contig_87	97.22		True
unknown
3783	3865	293004	292922	ec_ill_ec_contig65	contig_87	97.59		True
unknown
1206	1320	295415	295301	ec_ill_ec_contig65	contig_87	93.91		True
unknown
1075	1149	295546	295472	ec_ill_ec_contig65	contig_87	90.67		True
unknown
786	911	295833	295708	ec_ill_ec_contig65	contig_87	93.65		True
unknown
656	727	295964	295893	ec_ill_ec_contig65	contig_87	97.22		True
unknown
3783	3865	530555	530473	ec_ill_ec_contig65	contig_87	97.59		True
unknown
1206	1320	533217	533103	ec_ill_ec_contig65	contig_87	93.91		True
unknown
1075	1149	533348	533274	ec_ill_ec_contig65	contig_87	90.67		True
unknown
786	911	533635	533510	ec_ill_ec_contig65	contig_87	93.65		True
unknown
656	727	533766	533695	ec_ill_ec_contig65	contig_87	97.22		True
unknown
656	727	1078494	1078565	ec_ill_ec_contig65	contig_87	97.22		True
unknown
786	911	1078625	1078750	ec_ill_ec_contig65	contig_87	93.65		True
unknown
1075	1149	1078912	1078986	ec_ill_ec_contig65	contig_87	90.67		True
unknown
1206	1320	1079043	1079157	ec_ill_ec_contig65	contig_87	93.91		True
unknown
3783	3865	1081705	1081787	ec_ill_ec_contig65	contig_87	97.59		True
unknown
656	727	1677008	1677079	ec_ill_ec_contig65	contig_87	97.22		True
unknown
786	911	1677139	1677264	ec_ill_ec_contig65	contig_87	93.65		True
unknown
1075	1149	1677426	1677500	ec_ill_ec_contig65	contig_87	90.67		True
unknown
1206	1320	1677557	1677671	ec_ill_ec_contig65	contig_87	93.91		True
unknown
3783	3865	1679968	1680050	ec_ill_ec_contig65	contig_87	97.59		True
unknown
656	727	1781685	1781756	ec_ill_ec_contig65	contig_87	97.22		True
unknown
786	911	1781816	1781941	ec_ill_ec_contig65	contig_87	93.65		True
unknown
1075	1149	1782103	1782177	ec_ill_ec_contig65	contig_87	90.67		True
unknown
1206	1320	1782234	1782348	ec_ill_ec_contig65	contig_87	93.91		True
unknown
3783	3865	1784645	1784727	ec_ill_ec_contig65	contig_87	97.59		True
unknown
CONTIG	contig_87	2992069	mis_unaligned
4282	4511	1503392	1503163	ec_ill_ec_contig65	contig_89	90.43		True
unknown
3783	3865	1503891	1503809	ec_ill_ec_contig65	contig_89	97.59		True
unknown
1206	1320	1506221	1506107	ec_ill_ec_contig65	contig_89	91.3		True
unknown
786	911	1506640	1506515	ec_ill_ec_contig65	contig_89	92.86		True
unknown
656	727	1506771	1506700	ec_ill_ec_contig65	contig_89	95.83		True
unknown
656	727	2580645	2580716	ec_ill_ec_contig65	contig_89	95.83		True
unknown
786	911	2580776	2580901	ec_ill_ec_contig65	contig_89	92.86		True
unknown
1206	1320	2581195	2581309	ec_ill_ec_contig65	contig_89	91.3		True
unknown
3783	3865	2583702	2583784	ec_ill_ec_contig65	contig_89	97.59		True
unknown
4282	4511	2584201	2584430	ec_ill_ec_contig65	contig_89	90.43		True
unknown
656	727	2601257	2601328	ec_ill_ec_contig65	contig_89	95.83		True
unknown
786	911	2601388	2601513	ec_ill_ec_contig65	contig_89	92.86		True
unknown
1206	1320	2601807	2601921	ec_ill_ec_contig65	contig_89	91.3		True
unknown
3783	3865	2604314	2604396	ec_ill_ec_contig65	contig_89	97.59		True
unknown
4282	4511	2604813	2605042	ec_ill_ec_contig65	contig_89	90.43		True
unknown
656	727	2661591	2661662	ec_ill_ec_contig65	contig_89	95.83		True
unknown
786	911	2661722	2661847	ec_ill_ec_contig65	contig_89	92.86		True
unknown
1206	1320	2662141	2662255	ec_ill_ec_contig65	contig_89	91.3		True
unknown
3783	3865	2664471	2664553	ec_ill_ec_contig65	contig_89	97.59		True
unknown
4282	4511	2664970	2665199	ec_ill_ec_contig65	contig_89	90.43		True
unknown
656	727	2667514	2667585	ec_ill_ec_contig65	contig_89	95.83		True
unknown
786	911	2667645	2667770	ec_ill_ec_contig65	contig_89	92.86		True
unknown
1206	1320	2668064	2668178	ec_ill_ec_contig65	contig_89	91.3		True
unknown
3783	3865	2670394	2670476	ec_ill_ec_contig65	contig_89	97.59		True
unknown
4282	4511	2670893	2671122	ec_ill_ec_contig65	contig_89	90.43		True
unknown
656	727	2732058	2732129	ec_ill_ec_contig65	contig_89	95.83		True
unknown
786	911	2732189	2732314	ec_ill_ec_contig65	contig_89	92.86		True
unknown
1206	1320	2732608	2732722	ec_ill_ec_contig65	contig_89	91.3		True
unknown
3783	3865	2734938	2735020	ec_ill_ec_contig65	contig_89	97.59		True
unknown
4282	4511	2735437	2735666	ec_ill_ec_contig65	contig_89	90.43		True
unknown
656	727	2737671	2737742	ec_ill_ec_contig65	contig_89	95.83		True
unknown
786	911	2737802	2737927	ec_ill_ec_contig65	contig_89	92.86		True
unknown
1206	1320	2738221	2738335	ec_ill_ec_contig65	contig_89	91.3		True
unknown
3783	3865	2740551	2740633	ec_ill_ec_contig65	contig_89	97.59		True
unknown
4282	4511	2741050	2741279	ec_ill_ec_contig65	contig_89	90.43		True
unknown
656	727	2742672	2742743	ec_ill_ec_contig65	contig_89	95.83		True
unknown
786	911	2742803	2742928	ec_ill_ec_contig65	contig_89	92.86		True
unknown
1206	1320	2743222	2743336	ec_ill_ec_contig65	contig_89	91.3		True
unknown
3783	3865	2745552	2745634	ec_ill_ec_contig65	contig_89	97.59		True
unknown
4282	4511	2746051	2746280	ec_ill_ec_contig65	contig_89	90.43		True
unknown
656	727	3196131	3196202	ec_ill_ec_contig65	contig_89	95.83		True
unknown
786	911	3196262	3196387	ec_ill_ec_contig65	contig_89	92.86		True
unknown
1206	1320	3196681	3196795	ec_ill_ec_contig65	contig_89	91.3		True
unknown
3783	3865	3199011	3199093	ec_ill_ec_contig65	contig_89	97.59		True
unknown
4282	4511	3199510	3199739	ec_ill_ec_contig65	contig_89	90.43		True
unknown
656	727	3488898	3488969	ec_ill_ec_contig65	contig_89	95.83		True
unknown
786	911	3489029	3489154	ec_ill_ec_contig65	contig_89	92.86		True
unknown
1206	1320	3489448	3489562	ec_ill_ec_contig65	contig_89	91.3		True
unknown
3783	3865	3491778	3491860	ec_ill_ec_contig65	contig_89	97.59		True
unknown
4282	4511	3492277	3492506	ec_ill_ec_contig65	contig_89	90.43		True
unknown
CONTIG	contig_89	4045626	mis_unaligned
4282	4511	65439	65210	ec_ill_ec_contig65	contig_94	90.0		True
unknown
3783	3873	65938	65848	ec_ill_ec_contig65	contig_94	96.7		True
unknown
1206	1322	68485	68369	ec_ill_ec_contig65	contig_94	91.45		True
unknown
786	905	68904	68785	ec_ill_ec_contig65	contig_94	95.0		True
unknown
4282	4511	142530	142301	ec_ill_ec_contig65	contig_94	90.0		True
unknown
3783	3873	143029	142939	ec_ill_ec_contig65	contig_94	96.7		True
unknown
1206	1322	145368	145252	ec_ill_ec_contig65	contig_94	91.45		True
unknown
786	905	145787	145668	ec_ill_ec_contig65	contig_94	95.0		True
unknown
4282	4511	178041	177812	ec_ill_ec_contig65	contig_94	90.0		True
unknown
3783	3873	178540	178450	ec_ill_ec_contig65	contig_94	96.7		True
unknown
1206	1322	180892	180776	ec_ill_ec_contig65	contig_94	91.45		True
unknown
786	905	181311	181192	ec_ill_ec_contig65	contig_94	95.0		True
unknown
786	905	841150	841269	ec_ill_ec_contig65	contig_94	95.0		True
unknown
1206	1322	841569	841685	ec_ill_ec_contig65	contig_94	91.45		True
unknown
3783	3873	844116	844206	ec_ill_ec_contig65	contig_94	96.7		True
unknown
4282	4511	844615	844844	ec_ill_ec_contig65	contig_94	90.0		True
unknown
CONTIG	contig_94	1944592	mis_unaligned
